iid1	iid2	max_IBD	sum_IBD>8	n_IBD>8	sum_IBD>12	n_IBD>12	sum_IBD>16	n_IBD>16	sum_IBD>20	n_IBD>20
MGS157.A0101	MGS015.A0101	26.28440260887146	46.72390297055244	2.0	46.72390297055244	2.0	46.72390297055244	2.0	46.72390297055244	2.0
LEO083.A0101	LEO071.A0101	30.862699449062347	46.7086061835289	2.0	46.7086061835289	2.0	30.862699449062347	1.0	30.862699449062347	1.0
RKF231.A0101	RKF034.A0101	20.22739946842193	46.70590162277221	3.0	37.03750073909759	2.0	37.03750073909759	2.0	20.22739946842193	1.0
MGS038.A0101	MGS015.A0101	21.61569595336914	46.69850468635558	3.0	46.69850468635558	3.0	21.61569595336914	1.0	21.61569595336914	1.0
RKF228.A0101	RKF145.A0101	46.6964028775692	46.6964028775692	1.0	46.6964028775692	1.0	46.6964028775692	1.0	46.6964028775692	1.0
CSK032.A0101	MGS268.A0101	21.423400193452828	46.69049456715582	3.0	36.55629828572272	2.0	21.423400193452828	1.0	21.423400193452828	1.0
LEO050.A0101	XXX001.A1802	14.66670036315918	46.6719090938568	4.0	27.40350365638733	2.0	0.0	0.0	0.0	0.0
KUP027.A0101	KUP022.A0101	18.58009919524192	46.666594594717004	4.0	18.58009919524192	1.0	18.58009919524192	1.0	0.0	0.0
CSK062.A0101	MGS303.A0101	36.32950186729431	46.65090143680572	2.0	36.32950186729431	1.0	36.32950186729431	1.0	36.32950186729431	1.0
LEO085.A0101	LEO114.A0101	20.25339603424072	46.55159413814544	3.0	36.66569292545318	2.0	36.66569292545318	2.0	20.25339603424072	1.0
MGS128.A0101	MGS100.A0101	29.778701066970818	46.54549956321715	2.0	46.54549956321715	2.0	46.54549956321715	2.0	29.778701066970818	1.0
MGS022.A0101	MGS245.A0101	36.53939962387085	46.48599624633789	2.0	36.53939962387085	1.0	36.53939962387085	1.0	36.53939962387085	1.0
MGS306.A0101	MGS240.A0101	36.73750162124634	46.44788503646849	2.0	36.73750162124634	1.0	36.73750162124634	1.0	36.73750162124634	1.0
MGS299.A0101	MGS295.A0101	27.92959809303283	46.44499719142913	2.0	46.44499719142913	2.0	46.44499719142913	2.0	27.92959809303283	1.0
RKF031.A0101	RKC007.A0101	46.43540382385254	46.43540382385254	1.0	46.43540382385254	1.0	46.43540382385254	1.0	46.43540382385254	1.0
MGS212.A0101	MGS280.A0101	20.243501663208	46.427105180919156	3.0	38.425505161285386	2.0	38.425505161285386	2.0	20.243501663208	1.0
CSK068.A0101	CSK022.A0101	28.231498785316937	46.41820210963486	3.0	28.231498785316937	1.0	28.231498785316937	1.0	28.231498785316937	1.0
MGS389.A0101	MGS132.A0101	26.605600118637078	46.38569355010985	3.0	26.605600118637078	1.0	26.605600118637078	1.0	26.605600118637078	1.0
RKF036.A0101	RKC007.A0101	46.31770849227905	46.31770849227905	1.0	46.31770849227905	1.0	46.31770849227905	1.0	46.31770849227905	1.0
XXX001.A1816	XXX001.A1810	28.253602981567376	46.295583248138406	3.0	28.253602981567376	1.0	28.253602981567376	1.0	28.253602981567376	1.0
CSK062.A0101	MGS178.A0101	36.220699548721306	46.23630046844482	2.0	36.220699548721306	1.0	36.220699548721306	1.0	36.220699548721306	1.0
CSK079.A0101	CSK063.A0101	18.71310472488403	46.21700048446654	3.0	35.59050559997558	2.0	35.59050559997558	2.0	0.0	0.0
MGS445.A0101	CSK060.A0101	17.4733966588974	46.2158977985382	3.0	34.25689935684204	2.0	34.25689935684204	2.0	0.0	0.0
MGS239.A0101	MGS190.A0101	46.18940055370331	46.18940055370331	1.0	46.18940055370331	1.0	46.18940055370331	1.0	46.18940055370331	1.0
MGS316.A0101	MGS197.A0101	31.37340247631073	46.15790545940399	2.0	46.15790545940399	2.0	31.37340247631073	1.0	31.37340247631073	1.0
LEO082.A0101	KUP026.A0101	17.246496677398678	46.1407959461212	4.0	17.246496677398678	1.0	17.246496677398678	1.0	0.0	0.0
LEO069.A0101	LEO099.A0101	32.669198513031	46.12289667129516	2.0	46.12289667129516	2.0	32.669198513031	1.0	32.669198513031	1.0
MGS240.A0101	MGS145.A0101	31.121104955673218	46.09240293502806	2.0	46.09240293502806	2.0	31.121104955673218	1.0	31.121104955673218	1.0
RKO008.A0101	MGS009.A0101	23.549103736877438	46.09221816062926	3.0	23.549103736877438	1.0	23.549103736877438	1.0	23.549103736877438	1.0
RKF231.A0101	RKF029.A0101	16.81010127067566	46.08019292354582	4.0	16.81010127067566	1.0	16.81010127067566	1.0	0.0	0.0
RKF080.A0101	RKF194.A0101	35.84819734096527	46.078202128410325	2.0	35.84819734096527	1.0	35.84819734096527	1.0	35.84819734096527	1.0
KFJ039.A0101	KUP001.A0101	17.522794008254998	46.03639245033263	4.0	17.522794008254998	1.0	17.522794008254998	1.0	0.0	0.0
MGS129.A0101	MGS260.A0101	25.179994106292718	46.02059125900267	3.0	25.179994106292718	1.0	25.179994106292718	1.0	25.179994106292718	1.0
LEO100.A0101	LEO140.A0101	45.95989882946014	45.95989882946014	1.0	45.95989882946014	1.0	45.95989882946014	1.0	45.95989882946014	1.0
RKC017.A0101	RKF032.A0101	32.74799585342407	45.948898792266846	2.0	45.948898792266846	2.0	32.74799585342407	1.0	32.74799585342407	1.0
RKF191.A0101	RKF034.A0101	19.86079812049865	45.94279825687407	3.0	34.51319634914397	2.0	19.86079812049865	1.0	0.0	0.0
RKF190.A0101	RKF007.A0101	36.079803109169	45.90900242328643	2.0	36.079803109169	1.0	36.079803109169	1.0	36.079803109169	1.0
